10/17/01 	17/10/2001 
mindless 	unwise 
crc 	crf 
deter 	deterring 
hold 	waiting 
heated 	heating 
presents 	this 
` alimentation 	feeding 
denaturation 	misrepresentation 
measurement 	metrology 
trier 	verifier 
deploy 	send 
back-office 	internal 
extensive 	long-form 
abdelouahed 	abdul 
hinder 	thwart 
2000/18 	52/18 
communication 	comunicaciones 
overcoats 	robes 
comparison 	relation 
exhibit 	expo 
inappropriately 	wrong 
enforcing 	imposing 
cross-cutting 	multisector 
cubicle 	locker 
pds 	rps 
joints 	lashings 
age 	time 
field 	management 
child-care 	crèche 
determinations 	rulings 
class 	homeroom 
pleasantly 	positively 
referred 	stated 
285 	287 
bribery 	corrupt 
jean 	jean-pascal 
key 	keystone 
absorbing 	acquiring 
deteriorated 	impaired 
disguised 	muscat 
pensions 	rentes 
haven 	porto 
akil 	akl 
calls 	demand 
trl 	trm 
promulgated 	promulgating 
assure 	convince 
impeccable 	perfect 
curators 	trustees 
correlation 	correspondance 
kraft 	vigor 
mother-tongue 	tongue 
bmc 	cmm 
sujet 	topic 
moth 	reindeer 
dissociated 	unbundled 
assistance 	competitions 
p2 	ps2 
restrooms 	washrooms 
enrolment 	recordation 
inspection 	test 
up-to-date 	uptodate 
united 	usa 
screen 	window 
assumption 	prerequisite 
unfairly 	unreasonably 
neutral 	non-partisan 
customers 	receivable 
contact 	link 
displacement 	exodus 
achieving 	pursuing 
nothing 	thing 
economise 	skimp 
j. 	j.f. 
orphan 	orphaning 
accurate 	inaccurate 
ru 	ur 
discussants 	presenters 
medium 	midst 
20th 	twenty 
chik 	mpf 
olson 	olsson 
tabel 	table 
fag 	puto 
bosnia-herzegovina 	bosnian 
councils 	counsels 
imitations 	impressions 
strive 	struggle 
allies 	ally 
solomon 	suleyman 
such 	type 
mav 	mavs 
area 	neighborhood 
clearance 	winding-up 
4,000 	444 
completing 	finish 
stopcock 	wrench 
bodily 	physically 
incited 	prompted 
breeds 	creates 
astonished 	astounded 
cork 	plug 
fja 	smc 
mortalities 	mortality 
visibility 	vision 
coy 	timid 
fellow 	gentlemen 
229 	mckinney 
ascertained 	audited 
ambiguous 	confusing 
al-qdeer 	almighty 
schemes 	stratagems 
reporter 	reschedule 
divisional 	ofﬁcer 
marries 	marry 
games 	plays 
debits 	streamflows 
deter 	deterrence 
all-out 	all-round 
rotten 	shitty 
essays 	test 
healers 	practitioners 
cl 	snitch 
reading 	time 
stimulant 	stimulator 
achieving 	securing 
business-to-business 	interfirm 
ctr 	ctrl 
marketers 	vendors 
document 	material 
traced 	tracked 
subject 	sujet 
dire 	urgent 
abandon 	leaving 
cure-all 	miraculous 
04 	4th 
dishwashing 	tableware 
presentment 	submission 
killing 	shoot 
tripod 	triptych 
- jump 	faster 
p. 1 . 	pp . 
icd 	jic 
xing 	zheng 
explanatory 	exposure 
checkpoints 	crossings 
destination 	destinies 
bandage 	wrapping 
de-listing 	deletion 
inclination 	orientation 
are 	form 
national 	nationality 
boom 	upturn 
week 	wk 
around 	nearby 
passed 	succeeded 
liable 	susceptible 
hospices 	hostels 
fairy 	magician 
2417 	2435 
sanctum 	shrine 
2.66 	266 
host 	receivers 
doll 	puppet 
170 	171 
alone 	mere 
hai 	sea 
imu 	miu 
conference 	symposium 
congratulated 	pleased 
relinquished 	resigned 
non-work 	personal 
abdellah 	abdulla 
law 	lois 
margins 	reserves 
indicator 	measure 
addressed 	geared 
348 	383 
ayar 	may 
cave 	caveman 
flash 	glimmer 
consideration 	scrutinize 
18/12/2001 	23/12/2001 
1 . a 	1a 
intelligence 	secret 
shelter 	vivienda 
salt 	soli 
vacillation 	wavering 
knows 	understands 
circle 	encircle 
nappes 	webs 
potholes 	pots 
bartender 	waiter 
core 	nub 
kindness 	sweetness 
paddle 	rowing 
staring 	watching 
1,700 	700 
deceptive 	specious 
gross 	grossed-up 
isolated 	solitary 
rapid 	timesaving 
following 	suite 
famers 	farmers 
binding 	bond 
ante 	priori 
pleasure 	recreation 
1,50 	1.5 
junior 	low-ranking 
mouth 	oral 
announcers 	broadcasters 
cuts 	declines 
costume 	fancy 
nk 	nkr 
xiv 	xv 
fluctuation 	volatilities 
broaden 	broadened 
cetp 	ippc 
hear 	understood 
hosting 	visitor 
nanhai 	zhongnanhai 
suspended 	suspending 
aerosol 	generator 
however 	toutefois 
crowded 	gathered 
beneficial 	conducive 
detrimental 	unfavorable 
normal 	plain 
b.sc . 	undergraduate 
juvenile 	youths 
karen 	karine 
social 	społecznego 
clams 	molluscs 
- albert 	albert 
al-faisal 	saud 
gaps 	lagoons 
archivist 	filer 
facsimile 	faxing 
1,484 	49/484 
intractable 	irresolvable 
afc 	cfos 
al-sherif 	holy 
reenable 	revive 
mutinous 	rebels 
chairman 	presidente 
eija-riitta 	mrs 
recurrent 	recursive 
intelligence 	understanding 
particularity 	uniqueness 
generates 	raises 
47 	4700 
override 	replaced 
granddad 	grandpas 
alleges 	complains 
dismiss 	dismisses 
joins 	subscribes 
compile 	establish 
confront 	counter 
provincial 	regional 
cmp 	jpc 
governate 	prefecture 
rock 	ruak 
dots 	dowries 
epidemic 	scourge 
excavation 	pit 
introduction 	prelude 
legislation 	statutory 
concise 	precise 
research 	research-based 
fault 	malfunction 
great 	swell 
mainstream 	mid-tier 
eroded 	weathered 
co-ordination 	focal 
doyou 	you 
sixty-fourth 	sixty-third 
detect 	trace 
omagh 	uma 
hoax 	trick 
besieging 	blockading 
recap 	summarize 
routine 	systematically 
glaringly 	manifestly 
embraces 	endorses 
e.htm 	e.html 
zaeef 	zeev 
clusters 	cores 
memoir 	memoranda 
formidable 	impressive 
kitten 	wuss 
adjacent 	peripheral 
neuer 	new 
balance 	balancer 
paralysis 	stun 
dot 	points 
lounges 	shows 
battle 	clash 
abused 	assaulted 
heated 	reheated 
spanish 	spanish-speaking 
contingent 	units 
edges 	fringes 
hard 	heavily 
blighted 	plagued 
continued 	wasel 
saami 	same 
encouragement 	fostering 
sces 	uey 
advancements 	inroads 
emphasis 	significance 
arouse 	provoke 
angry 	irate 
al-hareeri 	al-hareri 
coalmines 	mines 
mainland 	shelf 
46 	48 
inconsequential 	meaningless 
remnants 	staying 
explain 	indicate 
ceaseless 	endless 
ambit 	purview 
dirt 	shit 
mellitus 	sweetness 
partner 	sidekick 
summary 	synoptic 
layering 	stratifying 
iet 	leave 
ipm 	pim 
harms 	misdeeds 
leveraging 	optimizing 
prosecutes 	sues 
ferrous 	magnesium 
bud 	buds 
drive-in 	movie 
nomination 	presentation 
torque 	twist 
program 	programm 
dopey 	moron 
annul 	waive 
activating 	activator 
instigate 	seditious 
pork 	salted 
predictable 	reliable 
skeptical 	unconvinced 
agrocomplect 	company 
hkpc 	productivity 
karl 	qar 
chairmen 	speakers 
closely 	intensively 
1.2 	101.2 
26 	26.0 
inviolable 	non-derogable 
advocates 	counsel 
4.000 	4k 
boring 	sad 
forthcoming 	near 
lively 	passionate 
dedupe 	deduplicate 
texts 	writings 
alienation 	distancing 
délit 	offence 
formation 	trained 
nc 	pm 
reaz 	riyadh 
increases 	reinforces 
days 	weeks 
traités 	treaty 
lousy 	ugly 
beaut 	jewel 
stop 	suspension 
dining 	eating 
8,700 	87 
fiau 	fiu 
red 	reed 
dipshit 	prick 
govern 	manage 
imd 	mid 
debug 	scrubbing 
convenient 	handy 
- mommy 	- mother 
mature 	sophisticated 
knobs 	remotes 
affair 	mistress 
connection 	report 
dealing 	handling 
delicate 	minute 
inexorable 	ruthless 
ongoing 	uninterrupted 
ec 	what 
chainsaws 	saws 
scope 	space 
flute 	gosh 
igc 	rk 
nap 	nip 
buttheads 	cunts 
cretins 	punks 
hung 	suspended 
intensified 	multiplied 
transverses 	traverses 
19 	21 
56 	5618 
chargeable 	taxable 
depressed 	sunken 
clan 	family 
runway 	scent 
highly 	incredibly 
` efficacité 	efficiency 
multilateral 	multiparty 
non-derogable 	peremptory 
coefficients 	efs 
telegraphy 	telex 
dispatching 	shipping 
careless 	unconscious 
exhibition 	salon 
batted 	shaken 
major 	tremendous 
bcr 	con 
bell 	queensway 
gcf 	gcf-ii 
tpc 	vfr 
celebration 	festival 
boosted 	driven 
2,66 	2.93 
intermediate 	medium - 
consequence 	implications 
drinking 	drunk 
enclosed 	locked 
dispersal 	scattered 
denials 	disclaimers 
booked 	earmarked 
` oro 	oro 
hot 	hot-rolled 
lenient 	light 
508 	595 
perforation 	piercing 
consolidating 	reinforcing 
contingents 	unitaf 
fundamentalist 	salafi 
pension 	retired 
barrel 	cylinder 
process 	treatment 
greater 	large 
al-sham 	syria 
alc 	sla 
appoint 	designation 
journaux 	papers 
catch-up 	upgrading 
laundering 	legalization 
movement 	shift 
justify 	legitimize 
1.96 	196 
fearful 	scary 
information 	informed 
beirut 	perot 
cis 	ic 
emissary 	outlet 
mix 	mixage 
eisa 	isa 
latif 	mild 
anomalies 	snags 
gaskets 	seals 
index 	locator 
midyear 	semi-annual 
source 	spring 
stigma 	stigmatising 
fellow 	honorable 
chassis 	dynamometer 
modulated 	scaled 
dbps 	nds 
acs 	cas 
combustion 	fuel 
mid-term 	midway 
9.30-10 .30 	9:30 
allan 	eliza 
grp 	gwp 
gimmick 	ploy 
indirectly 	overhead 
chow 	zhao 
wensley 	wesley 
fellas 	friends 
abdomen 	underside 
indiscipline 	misconduct 
neutralized 	nullified 
copious 	hearty 
off-loading 	unload 
attending 	attends 
collar 	stts 
fan 	van 
fiau 	fra 
meng 	mongolia 
lamp 	torch 
floating 	hovering 
393 	426 
ad-din 	religion 
anyway 	bref 
asad 	assaad 
cmac 	gichd 
realm 	royaume 
accrued 	amassed 
dangit 	drat 
dara 	noureddine 
covering 	overlying 
off-the-cuff 	spontaneous 
actor 	stakeholder 
charger 	turbocharger 
single-handedly 	unilaterally 
okay 	yes 
correctional 	reformative 
ill-judged 	reckless 
limp 	saggy 
remarkable 	spectacular 
- madam 	madam 
remedies 	reparation 
conversations 	dialogues 
action 	move 
bloc 	blocking 
mode 	order 
paragaph 	paragraph 
irritated 	upset 
consulate-general 	consulates 
cristina 	jorgo 
iady 	wife 
consignments 	mail-outs 
dorm 	hostel 
troublesome 	troubling 
age 	ling 
f.c. 	f.c.t.d. 
al-mulla 	molla 
company 	undertakings 
date 	today 
pursue 	undertake 
relieve 	unload 
intellectual 	knowledge-based 
balloon 	zeppelin 
chretien 	christian 
consumer 	tarbikha 
half 	media 
hunt 	manhunt 
appears 	transpires 
describes 	description 
clerical 	religious 
two-fold 	two-tier 
goose 	ieo 
categorizes 	class 
determination 	dosage 
firecracker 	gun 
balanced 	well-adjusted 
employment-related 	pre-employment 
good-iooking 	good-looking 
anglais 	french 
irs 	sri 
operating 	trading 
dammit 	hell 
presented 	raised 
alternatives 	option 
judge 	magistrates 
r1 	rl 
mochamad 	mohamed 
vanished 	vaporized 
press 	pressing 
assessing 	estimate 
rabin 	shamir 
beer 	booze 
speed 	speediness 
sgm 	sms 
arbitral 	arbitrate 
recapitalization 	rehabilitation 
correctly 	rightfully 
address 	fight 
make 	say 
micro-organisms 	microbiological 
asleep 	sleeps 
talban 	taleban 
roast 	steak 
had 	held 
building 	rebuilding 
deprived 	robbed 
breastfeeding 	suckling 
directories 	repertoire 
isc 	sci 
apologizing 	excuse 
mobilisation 	mobilise 
inaccurately 	mistakenly 
mourned 	wept 
compensate 	off-set 
ias 	iasb 
ppvcr 	regulation 
agent 	player 
presence 	representation 
improving 	refine 
maturities 	milestones 
directory 	index 
activity 	exercise 
ices 	nmb 
difficulties 	issues 
caricature 	farce 
line 	tune 
display 	post 
arsehole 	fucker 
hsin 	hsing 
bobby 	mikey 
tensile 	voltage 
building 	enhancing 
block 	hamper 
gorgeous 	terrific 
jilin 	tianjin 
subcontractors 	suppliers 
endeavor 	initiative 
abides 	respects 
1995 	1996 
bolts 	nuts 
batch 	consignments 
63 	63,000 
empirical 	pilot 
cas 	noc 
feng 	von 
leitmotiv 	motto 
notes 	stresses 
rectification 	rectifier 
18/11/2005 	27/11/2005 
414 	713 
quick-reaction 	rapid-response 
distinctive 	specific 
valid 	worthy 
addressees 	audience 
agents 	employees 
annulment 	write-off 
group 	section 
ever 	once 
230 	231 
co-ordinating 	coordinator 
dhc 	unhrc 
paylist 	pris 
play 	toy 
hard-wall 	paved 
palo 	paulo 
break-up 	implosion 
agree 	consent 
sack 	vandalize 
2.5 	2.5 m 
foiled 	foils 
contingentes 	quotas 
central 	střední 
dock 	wharves 
ira 	irène 
ringing 	rings 
gdm 	msb 
commissioned 	instructed 
reprocessed 	restated 
cie 	ice 
god 	ilah 
kolby 	rivas 
offenders 	offending 
costa 	shores 
rushed 	scrambled 
absorb 	amortize 
franco 	open 
spray 	sprays 
stockpiles 	stores 
arrange 	convene 
- weird 	weird 
installable 	installation 
cbt 	wcb 
newer 	newest 
intervenors 	players 
re-employment 	recommitment 
far 	here 
meeting 	respond 
equivocal 	murky 
chai 	firewood 
shingles 	tiles 
skits 	vignettes 
borne 	taken 
` ed 	ed 
flat 	plain 
concussion 	graft 
abbreviated 	cut 
defeating 	winning 
give 	yield 
claes 	kallas 
jurisdictional 	skill 
saint 	sint 
printings 	prints 
doll 	dummy 
related 	relatively 
long-distance 	remote 
juror 	swear 
foregone 	inevitable 
msp 	msps 
belittle 	disparage 
17/12/2002 	26/12/2002 
adm 	ams 
bank 	banke 
jpa 	paa 
scavenge 	sweep 
hugs 	kisses 
couverture 	hedging 
foot 	pedal 
foresight 	prediction 
frame 	image 
eden 	paradis 
ireland 	northern 
measurements 	readings 
maintain 	retention 
excruciatingly 	horribly 
local 	regional 
art 	rta 
horizontal 	kink 
milestone 	phase 
` know 	know 
confrontational 	contentious 
emphasized 	underline 
iand 	land 
lev 	liv 
interactive 	iterative 
mild 	small 
2.79 	2.8 
impartial 	objective 
gorge 	valley 
childbearing 	fertility 
comprised 	includes 
european 	europäisches 
hdr 	report 
ellen 	helen 
wallet 	wallets 
after-effects 	legacies 
connection 	matter 
enhances 	fosters 
enact 	introduce 
adhesion 	traction 
non-payment 	non-remuneration 
gathered 	thronged 
fearless 	insensitive 
regarding 	relatively 
` institutions 	institutions 
goings 	separations 
dilemma 	stalemate 
horror 	shock 
hard 	seriously 
coupler 	dock 
marks 	note 
deck 	platinum 
bridge 	gangway 
circumstances 	facts 
§ 	♪ 
bloodletting 	indent 
broiled 	fried 
fire 	pull 
cross-cutting 	cross-party 
clever 	skillful 
vos 	voss 
boldly 	yong 
cac 	sci 
able 	measurement 
evil 	malevolent 
catégorie 	class 
lucien 	lucienne 
girdles 	holsters 
harm 	harming 
grinning 	smiling 
shaken 	upset 
gain 	receive 
redefine 	reformulate 
bright 	sunny 
consolidated 	omnibus 
avoidance 	avoided 
caption 	header 
boo 	ooh 
nutty 	ridiculous 
deterrent 	deterring 
district 	home 
utilization 	utilize 
telephone 	voice 
adjust 	fine-tuning 
despicable 	repugnant 
dealer 	resellers 
bisque 	cookie 
portraits 	sketches 
actual 	reality 
romani 	romas 
mechanical 	mechanised 
benchmarks 	parameter 
fitness 	physical 
giving 	grant 
about-turn 	reversal 
fallen 	lowered 
3-8 	3.8 
deplorable 	disgraceful 
ills 	problems 
adequate 	fit 
well-planned 	well-prepared 
pbr 	sch 
decades 	tens 
actualization 	update 
acumen 	clear-sightedness 
exclusivity 	uniqueness 
idea 	impression 
counts 	recounts 
hidden 	hide 
ats 	pars 
deleting 	suppress 
rh 	rr 
aspiration 	vacuuming 
set-up 	setting 
garnisheed 	seized 
referred 	spoken 
35 	35.0 
repeat 	rept 
130 	130s 
regard 	sphere 
deplorably 	regrettably 
insistent 	tenacious 
mono 	one - 
day-care 	guard 
properly 	succesfully 
properly 	sucessfully 
angoc 	coalition 
assurance 	guaranteed 
editors 	publisher 
dung 	excrement 
essence 	spirit 
assured 	ensure 
cost-shared 	shared 
ministere 	ministry 
silk 	spectrum 
mail-outs 	shipments 
coercion 	oppression 
out 	place 
re-focused 	shifted 
locating 	positioning 
1760 	1954 
academy 	iaa 
three-way 	trio 
after-effects 	aftereffects 
efficiencies 	yields 
harnessed 	mobilized 
smudged 	stained 
layered 	multilevel 
complainants 	litigants 
spear 	stylus 
ass-wipe 	jerk 
industrialised 	industrializing 
02 	feb 
differentiate 	distinguishing 
efforts 	steps 
coloring 	dyeing 
applied 	practiced 
inter-departmental 	inter-ministry 
attenuation 	reduction 
period 	year 
dip 	falls 
examples 	models 
bearer 	porter 
flying 	plane 
friday 	thursday 
host 	moderator 
igniting 	inflaming 
powerful 	solid 
country 	jurisdictions 
citations 	excerpts 
fonctionnaires 	servants 
jihadis 	mujahidin 
disclosed 	reported 
achievable 	actionable 
capturing 	seize 
design 	plan 
repeal 	waiver 
tested 	trialed 
war-plagued 	war-shattered 
advices 	warnings 
found 	thought 
deploys 	spreads 
impede 	undermine 
aunty 	tante 
dispensations 	exceptions 
communiques 	releases 
hijack 	usurp 
328 	342 
non-profitable 	not-for-profit 
out-dated 	untimely 
debris 	leftover 
longstanding 	longtime 
well-prepared 	well-trained 
pat 	patricia 
bits 	wicks 
lessees 	policy-holders 
roues 	wheeled 
1999 	9991 
aggregate 	holistic 
ccl 	llc 
ido 	ql 
grille 	mesh 
adherents 	fans 
fliers 	pamphlets 
forerunner 	progenitor 
support 	sustainment 
asked 	guest 
32602 	44302 
glossy 	luxurious 
employee 	personnel 
draftspersons 	rapporteurs 
aeroplane 	flight 
attraction 	draw 
heyday 	peak 
menaces 	threatens 
low 	low-voltage 
procuracy 	procuratorate 
far-sightedness 	insight 
smudge 	spot 
bail 	kafala 
performed 	realized 
chat 	discuss 
basic-level 	grassroots-level 
chicks 	hens 
busy 	congestion 
consignment 	fate 
outflow 	outlet 
near 	roughly 
risen 	surged 
crème 	custard 
maori 	mauri 
framework 	terms 
brutal 	callous 
c.h.i.p.s. 	csps 
ranger 	stalker 
adjustment 	true-up 
affraid 	scared 
capital 	capital - 
modern 	talk 
became 	took 
attributed 	given 
blinded 	prejudiced 
25/12/2005 	5/11/2005 
aware 	conscientious 
marie-françoise 	tom 
dealers 	fishmongers 
reformers 	reforms 
objection 	protest 
kidnap 	remove 
- bye-bye 	bye-bye 
baalu 	palau 
danger 	risks 
captured 	taken 
noël 	santa 
salom 	solomon 
clefts 	slots 
duct 	piping 
flow 	flowmeter 
fouling 	grime 
1.94 	194 
jaya 	papua 
mart 	martín 
bust 	collapse 
delight 	relish 
18 	6.30 
enclosures 	extensible 
concordance 	fit 
regard 	vis-à-vis 
immensely 	infinitely 
99 	9900 
continuing 	incessant 
condenser 	refrigerator 
appointment 	investiture 
legislate 	regulate 
462 	503 
lavish 	profligate 
remains 	subtracts 
background 	light 
father 	priest 
dar 	darul 
agreed 	negotiated 
passeport 	passports 
recognisability 	visibility 
conducting 	undertaking 
doha 	post-doha 
coaching 	trainer 
cocksucker 	fag 
rapeseed 	shuttle 
blokes 	types 
churn 	rollover 
chalk 	limestone 
diversity 	heterogeneity 
prequalification 	preselection 
oscillates 	varies 
affect 	earmark 
strategic 	strategic-level 
ta-ta 	toodle-oo 
osis 	tsos 
endorsements 	phrases 
giant 	mogul 
fell 	sank 
crushed 	trampled 
expert 	specialised 
fake 	incidental 
cps 	tcb 
gut 	intuition 
healer 	quack 
lamb 	sheepmeat 
extremely 	profoundly 
gone 	passed 
localized 	translated 
crooked 	warped 
481 	482 
central 	critical 
ppm 	ppt 
undiscovered 	unknown 
add 	rda 
mail 	mailbox 
shake 	squeeze 
250 	53/250 
nsa 	nsc 
appeals 	remedy 
jane 	juana 
laces 	shoes 
cas 	etc 
concentrate 	focusing 
artifacts 	relics 
pastoralists 	stockbreeders 
gang 	posse 
jailing 	prison 
name 	noun 
mask 	masked 
bonded 	linked 
copy 	recopy 
241 	242 
kwun 	view 
actually 	even 
belonging 	belongs 
communes 	towns 
compensability 	compensation 
rocked 	shocked 
at 	en 
autonomist 	autonomous 
acar 	agar 
changyu 	yu 
outline 	plan 
invigorated 	renewed 
eradicated 	removed 
fortunate 	pleased 
jerandi 	ouane 
secretarial 	secretary 
sugar 	sweeteners 
commodities 	supplies 
eradication 	grubbing-up 
cope 	manage 
dwarf 	pygmy 
bob 	pop 
judicial 	trial 
nav 	tan 
ouvriers 	workers 
conservation 	saving 
leakage 	loss 
ds 	rd 
rbaf 	rvc 
comments 	words 
spaceship 	vessel 
cheers 	oorah 
demanding 	discerning 
eap 	efp 
settled 	settlement 
avances 	progress 
commotion 	furore 
detectability 	detection 
fisher 	sinner 
declaration 	notification 
dismembered 	mutilated 
awesome 	giant 
constraining 	restrictive 
alishan 	mt 
milne 	robertson 
insurgence 	mutiny 
blackening 	discrediting 
post-approval 	post-market 
canceled 	lifting 
dm 	md 
moc 	omc 
outfall 	scapegoat 
reviewable 	rolling 
standardized 	uniformed 
inhibitors 	neurotransmitters 
chapter 	part 
stop 	stopover 
dmg 	img 
hard-line 	ultra-orthodox 
boc 	tec 
meo 	pea 
outlines 	stresses 
40-year-old 	fortieth 
amiable 	cordial 
preparing 	readiness 
auditors 	revisers 
inn 	innkeeper 
skinned 	stripped 
decipher 	unravel 
aspects 	parts 
corpuscles 	globs 
marshalling 	terminal 
professional 	professionel 
postsecondary 	pse 
domination 	sovereignty 
fragile 	insecure 
blitz 	spot 
1710 	17:10 
abominable 	unspeakable 
inter-regional 	trans-regional 
sam 	same 
k1g 	k1p 
corroborate 	corroborating 
chasse 	harvest 
comparative 	comparing 
fa 	kfa 
needs 	should 
forwarding 	shipping 
limitation 	reduction 
contributors 	participants 
like 	loved 
blood 	god 
farmed 	hatchery-reared 
janos 	janusz 
interchanges 	junctions 
relief 	remedy 
vice-chairman 	vice-chairmanship 
nice 	wonderful 
hsieh 	sher 
joints 	junctions 
propensity 	willingness 
inspected 	inspectorate 
lobby 	persuade 
matteo 	matthew 
citizens 	individuals 
trainees 	trainers 
bureaus 	directorates-general 
lining 	trim 
owner 	possessor 
southwestern 	west 
annoying 	conceited 
miserable 	ratty 
misery 	wretched 
benches 	patches 
citizens 	compatriots 
character 	typeface 
consortium 	grouping 
encroachment 	intrusiveness 
expectancy 	span 
mandated 	stipulated 
re-focus 	redirect 
channels 	lines 
authentication 	authenticity 
damn 	drats 
accelerated 	fast 
focus 	reflection 
shoot 	stalk 
1/1 	4/5 
enquired 	requested 
45 	450 
guiding 	indicative 
impressive 	jaw-dropping 
inflexible 	intransigent 
care 	zorg 
ideas 	perceptions 
ceaselessly 	unceasingly 
alleged 	perceived 
admiral 	admiralty 
idea 	thrust 
imprint 	stamp 
telegraph 	wire 
individually 	unilaterally 
concocted 	invented 
comitã 	committee 
eoms 	omoe 
lorries 	vehicles 
interpretation 	misinterpretation 
grown 	produced 
9-10 .30 	9.00 
english 	englishlanguage 
lef 	lta 
autores 	perpetrators 
collapse 	implosion 
privacy 	secrecy 
checking 	ticking 
adieu 	bye-bye 
insights 	lessons 
accuracy 	thoroughness 
custom-designed 	tailor-made 
operational 	practical 
requirement 	stipulation 
noticeable 	striking 
increase 	mark-up 
early 	expeditiously 
radiant 	radiation 
analyzer 	profiler 
children 	infant 
genesis 	origins 
gulf 	wan 
curves 	turns 
embodiment 	expression 
extended 	stretched 
entreprises 	undertaken 
fss 	vis 
ip 	yie 
ieast 	less 
absurd 	laughable 
abdel-mon 	abed 
guido 	mr 
dishonor 	shame 
crapping 	kidding 
skilled 	talented 
sound 	wholesome 
stanley 	tarawa 
faded 	fainted 
kidd 	smiles 
hire 	location 
baskets 	drawers 
credits 	fertilizers 
cpt 	tec 
educating 	inform 
tsd 	tsis 
builshit 	circus 
forecast 	predictability 
climb 	montée 
acts 	practices 
aide-mémoire 	memoranda 
sale 	trading 
accepted 	admissible 
dangers 	hazardous 
l.c. 	r.s. 
ltp 	pp 
adapting 	aligning 
race-related 	racial 
relied 	rested 
120.000 	120k 
incomprehensible 	incredible 
hole 	pozo 
compilations 	syntheses 
enables 	entitles 
devious 	insidious 
advanced 	leading 
ballots 	polling 
clearing 	erasure 
l. 	l. 15 
cocoon 	worm 
bore 	wore 
14.6 	6.14 
inspectors 	monitors 
newsletters 	releases 
recovery 	restitution 
barring 	except 
recasting 	reshaping 
disproportionate 	proportionate 
evangelical 	protestant 
mine 	mine-protected 
imx 	tsi 
inlets 	outlets 
breach 	breaking 
boyos 	lads 
publicized 	released 
clear 	deselect 
conflict 	conflict - 
crf 	rcf 
md 	® 
fronts 	tracks 
acceptability 	acceptable 
buffoon 	punk 
faithful 	loyalty 
bulldozed 	swept 
. when 	when 
gummy 	sticky 
jog 	reformatory 
entry 	register 
gating 	locking 
rotten 	scoundrels 
co-sponsoring 	sponsoring 
119 	129 
economic 	socio-economic 
duchy 	grand-duchy 
herman 	mr 
halls 	wards 
fours 	kiln 
dispensers 	nozzles 
ass 	mouth 
communications 	correspondence 
21,00 	9.00 
pictographs 	symbols 
already 	originally 
abducting 	removing 
accelerates 	hastens 
interahamwe 	militia 
misinterpretations 	misperceptions 
multiplex 	sclerosis 
re-conversion 	re-training 
soviet 	soviet-era 
current 	flows 
kgm 	polyester 
neri 	nuri 
blockades 	blocs 
fascicles 	pamphlets 
formations 	units 
alleviation 	mitigative 
disguise 	guise 
exploitation 	exploration 
called 	calls 
developed 	preparation 
puffy 	swollen 
resolute 	vigorous 
prs 	prss 
backpacks 	binders 
gamma 	spectrum 
close 	finish 
appreciative 	thankful 
unbounded 	untethered 
adb 	bank 
al-shara 	sharia 
internships 	rotations 
hairdresser 	salon 
climactic 	climatic 
csl 	ituc 
filtration 	screening 
has-been 	tacky 
transacciones 	transactions 
gyeongsang 	qing 
icu 	itus 
iydd 	year 
complicated 	messy 
compact 	compacted 
hard-line 	recalcitrant 
prebuilt 	preset 
disabled 	in-valid 
dispositions 	provision 
presidents 	rectors 
acquiring 	buying 
accompanied 	flanked 
accented 	accentuated 
agency 	ccra 
conar 	konaré 
brochures 	triptychs 
gasps 	rails 
rulings 	stoppages 
options 	ways 
sense 	view 
flee 	leak 
- 	uh 
daylight 	daytime 
riad 	riadh 
botas 	shoes 
audited 	monitored 
time-sensitive 	urgent 
ccc 	dbl 
francisco 	franz 
legacy 	old 
a.m 	hours 
enable 	give 
1.13 	13.1 
nests 	nids 
autonome 	autonomic 
clutter 	disarray 
defamation 	ejaculation 
` rescared 	afraid 
made 	obtained 
medications 	médicaments 
bastiaan 	mr 
communication 	signage 
lack 	lacked 
countering 	tackling 
clarifying 	elucidate 
de 	the 
ancien 	old 
attention 	note 
cotter 	wing 
1990 	90 
de 	di 
afar 	talafer 
formosan 	taiwan 
franca 	frança 
guang 	kwang 
designators 	indicators 
dude 	guys 
made 	worded 
fall 	slip 
colossal 	gigantic 
chim 	shem 
add .62 	add .7 
footpaths 	pedestrians 
blurring 	smear 
construction 	establishment 
niche 	recess 
accommodates 	hosts 
-4.1 	4.1 
disjointed 	ill-assorted 
fossilized 	rigid 
drive 	trail 
appointment 	nominations 
availabilities 	avails 
mandate-holders 	mandates 
beneficiary 	designee 
d-2 	p-5 
silently 	tacitly 
differenced 	smashed 
reduces 	restricts 
26.0 	260 
daunting 	terrifying 
al-saghir 	micro 
expedition 	shipped 
gangnam-gu 	seoul 
naseri 	nasiriyah 
depression 	frustration 
desiccation 	dewatering 
catastrophically 	disastrously 
included 	party 
disliked 	proscribed 
geo 	kor 
prelude 	run-up 
asking 	seeking 
deadly 	homicidal 
mount 	mt 
bangles 	collars 
awfully 	really 
decisively 	forcefully 
44 	46 
appalling 	shameful 
e.g. 	such 
aboard 	shipboard 
no. 15 	xv 
l. 6 	l. 66 
incorporate 	insert 
jacobs 	yacoubou 
reported 	reporting 
spaces 	spots 
pesticides 	sprays 
city 	market 
floss 	seta 
redetermination 	revision 
bareboat 	nude 
exaggerated 	undue 
floppy 	soft 
guides 	guiding 
repurchases 	takeovers 
contribute 	facilitate 
